0,-1.0,0.0,0.0,20.0
0,-1.0,0.0,0.0,20.0
1,0.0,1.0,0.0,20.0
1,0.0,1.0,0.0,20.0
2,1.0,0.0,0.0,20.0
2,1.0,0.0,0.0,20.0
3,0.0,-1.0,0.0,20.0
3,0.0,-1.0,0.0,20.0
4,-1.3,0.0,0.0,60.0
5,0.0,1.3,0.0,60.0
6,1.3,0.0,0.0,60.0
7,0.0,-1.3,0.0,60.0
